@relation 'ctc'
@attribute TP_FP real
@attribute FEATURE_1 real
@attribute FEATURE_2 real
@attribute FEATURE_3 real
@data
1,42.0245,7.29356,-1.14428
1,43.0324,9.48004,-2.97462
1,44.1215,12.0346,-4.79299
1,45.3298,14.6138,-3.14101
1,46.1162,16.7598,-0.169263
1,46.2158,18.151,1.19452
1,45.8601,18.1694,0.760268
1,45.2028,16.3645,-0.444494
1,44.5289,13.1587,-0.843384
1,43.9678,9.77089,-0.567749
1,43.4,7.69875,-0.830228
1,42.921,6.42839,-0.982599
1,42.3413,5.45528,-0.219748
1,41.3046,2.96485,0.137567
1,39.8987,-2.43935,0.478214
1,38.6127,-6.43022,-0.523722
1,37.6648,-7.4342,-2.10046
1,35.6364,-6.49536,3.36455
1,36.0281,-7.98667,2.1923
1,36.2047,-8.5941,-1.76179
1,35.9813,-6.57325,-4.24108
1,35.953,-3.01453,-1.16142
1,36.3901,4.25261,0.969345
1,37.3257,10.2701,1.10052
1,38.6408,17.3315,-0.60885
1,39.7807,24.5711,-3.23394
1,40.6369,30.1145,-6.19476
1,42.0743,32.9847,-4.89725
1,45.195,33.8548,-1.65746
1,49.7311,34.605,-1.12403
1,54.3611,35.6891,-2.97717
1,55.8122,36.5742,-4.8992
1,51.083,36.8127,-4.67482
1,44.4228,32.176,-3.01182
1,43.0331,20.171,-1.51026
1,42.9256,10.8112,0.0190055
1,42.5859,6.86434,1.72615
1,41.4137,4.73206,2.60326
1,39.6761,2.80893,0.647537
1,38.2236,-3.30978,0.419976
1,37.2652,-6.42668,-2.1058
1,34.0555,3.77746,-1.39232
1,34.1102,-4.15895,1.83625
1,33.6187,-7.59871,-2.30492
1,32.6705,-10.516,-3.29987
1,32.1237,-10.4775,0.823586
1,32.2907,9.29378,-6.67088
1,33.7198,21.441,-4.2896
1,42.9651,29.9812,-5.34861
1,56.5921,31.5449,-7.88215
1,64.6867,31.9272,-10.2625
1,68.3655,31.3265,-7.02944
1,72.056,29.6412,-2.05361
1,77.8451,28.0808,-4.40339
1,83.137,27.7632,-12.091
1,85.9276,28.6893,-18.3837
1,84.8154,31.3877,-18.8755
1,74.574,35.4418,-13.3378
1,52.7038,38.5492,-5.44928
1,41.3481,26.9538,0.72646
1,40.9755,11.4061,2.38299
1,39.7957,4.84295,1.08793
1,38.6854,2.85664,-0.388734
1,38.3178,-2.94,2.16982
1,38.3034,-6.20992,2.20912
1,32.7092,3.49397,-2.24569
1,32.1217,-4.07051,2.90761
1,30.7571,-4.73122,0.516428
1,28.9233,-6.11237,-0.251925
1,27.4593,-10.7951,7.00573
1,29.854,21.0696,-13.1541
1,51.6404,22.1414,-15.5899
1,68.1092,-45.2655,11.0789
1,87.6833,-32.0423,21.7971
1,83.9178,31.6746,-13.8564
1,54.512,36.9982,-2.54921
1,38.2771,23.8579,-0.0299456
1,37.5911,7.81086,-0.565202
1,37.778,2.47313,0.542202
1,39.0574,3.07149,-1.99909
1,40.1702,-6.22793,5.15717
1,27.7816,3.61665,-1.56957
1,26.6956,-3.97537,3.93366
1,24.9666,-4.66287,3.37402
1,22.9595,-5.22813,4.08222
1,22.7021,15.1969,-10.2679
1,90.6421,-26.2069,19.4072
1,79.6415,30.9421,-10.7972
1,41.8816,34.6389,-4.0808
1,35.8422,14.9034,-0.401039
1,37.1619,5.08989,1.53744
1,38.9596,3.16844,-2.71874
1,39.8355,-7.68285,3.02778
1,21.0478,3.89387,-3.41314
1,20.2081,5.83077,-5.28203
1,19.1487,7.17078,-5.05657
1,17.9315,11.034,-2.76817
1,91.4606,22.1595,-19.2946
1,59.0814,30.9961,-6.63995
1,34.3168,24.8801,0.057134
1,36.2934,8.74445,1.06186
1,36.8983,-3.93575,2.17872
1,36.0718,-9.82118,1.16765
1,17.7424,8.46911,-0.111079
1,19.309,18.4108,8.104
1,53.3805,17.3778,5.17464
1,82.9531,11.0494,-8.04881
1,88.991,-24.9826,12.986
1,70.9769,27.4542,-7.32152
1,36.7972,31.4282,1.02291
1,35.7016,12.0707,2.34737
1,34.1275,-4.23149,3.38092
1,31.0052,-11.9918,2.96974
1,21.5753,4.68366,0.213895
1,28.3605,21.6035,4.73675
1,66.0235,21.4226,3.8766
1,80.9348,13.5778,-6.26948
1,74.8791,24.4921,-8.54447
1,42.8984,30.4277,1.92216
1,35.6847,14.6403,5.43046
1,32.2153,7.48157,-3.49375
1,19.4318,-5.35765,-0.274015
1,19.038,-7.68474,0.200656
1,69.7171,14.1545,-9.62158
1,73.6798,20.5228,-7.99403
1,45.3404,25.574,0.606769
1,33.1685,14.7257,3.09997
1,34.4227,13.9059,-12.5953
1,66.1583,16.4227,-4.45886
1,41.9489,19.067,0.794324
1,-11.7511,-4.50178,-0.304864
1,-11.2275,-3.78465,3.54476
1,8.79272,-8.20535,-2.60293
1,12.9631,-5.89881,-2.54139
1,10.5255,-9.33519,-4.33975
1,-15.7999,-7.52084,2.72257
1,-18.3698,-10.4473,-2.36704
1,-19.6411,-12.0501,-1.33962
1,-23.7853,-13.5289,1.26742
1,-27.3062,-14.9108,1.37057
1,-28.4057,-15.4999,3.14343
1,-29.0375,-16.9374,8.83673
1,-31.1917,-18.6065,7.13869
1,-34.6514,-19.1994,-1.87668
1,-37.0742,-17.8259,-1.20664
1,-37.3123,-15.0996,6.44365
1,-38.0586,-13.2686,8.15603
1,-40.8603,-13.1991,5.95693
1,-43.3687,-12.92,7.26019
1,-43.662,-11.9831,11.1111
1,-42.5527,13.1783,-11.6949
1,-41.2186,-11.4068,10.353
1,-39.2423,-10.1427,3.53451
1,-34.482,-9.24657,-0.841155
1,32.5078,7.78551,2.30494
1,32.9788,8.5853,4.03679
1,33.3263,8.15427,2.9674
1,33.6319,6.31592,0.0369675
1,33.8943,4.74104,-3.93576
1,34.0177,-4.72369,4.26996
1,33.6304,4.63097,-1.83361
1,32.5016,5.24811,-0.328423
1,30.8788,5.47923,-1.31005
1,29.1367,4.305,-2.67249
1,27.5676,3.09318,-2.88406
1,26.1118,3.01817,-2.52388
1,24.5523,1.77074,-1.52279
1,23.0698,1.38458,-0.765735
1,22.4089,2.36317,-0.937385
1,23.2684,2.56634,-0.993192
1,25.5242,4.25303,-0.341171
1,28.4644,5.98194,2.63063
1,31.449,5.58218,4.23525
1,34.0186,6.09942,0.938228
1,35.6324,6.22934,-0.823917
1,36.4957,6.35177,-0.550325
1,37.211,5.7528,-0.786618
1,37.7426,5.05116,-1.34125
1,39.7321,-4.05998,2.5457
1,37.3703,-6.47223,1.15525
1,38.6292,6.62661,0.154517
1,37.6553,7.5805,-0.213273
1,35.3273,-5.81463,2.34719
1,36.1907,-7.34595,1.32852
1,37.0833,-8.06854,-1.2166
1,37.2198,-6.29356,-1.87031
1,36.4823,-2.30006,0.143066
1,35.5264,5.02468,0.813944
1,34.9552,11.8957,0.38863
1,34.9955,20.0878,-1.58956
1,36.266,26.972,-4.22227
1,40.0268,29.6237,-6.02624
1,44.7711,29.3608,-3.66155
1,49.3825,28.5744,-0.147448
1,54.0804,28.8679,0.732793
1,40.771,-4.61885,-2.06122
1,34.8721,-3.25173,2.59164
1,35.3614,-5.73184,1.18199
1,35.5714,-8.78308,-1.09443
1,34.7821,-11.4666,-0.809807
1,33.2473,-11.9398,2.6418
1,31.7456,11.1462,-9.23532
1,30.5579,25.2632,-7.42581
1,43.4961,28.5825,-8.70134
1,58.1559,27.2762,-10.9581
1,67.2957,26.9926,-11.5021
1,73.1043,27.2009,-5.78692
1,79.1422,26.9275,0.925726
1,86.4843,26.6051,-1.07584
1,92.015,25.6965,-10.8422
1,93.9841,24.6661,-21.0579
1,90.9754,26.9153,-22.9684
1,41.7146,-2.54821,0.337843
1,41.9051,-4.425,0.403207
1,35.9286,-2.97998,2.27586
1,35.9486,-4.33767,2.16362
1,35.4352,-4.68822,1.48267
1,33.7873,-6.43374,2.11882
1,31.276,-11.3011,9.13039
1,29.6138,27.2343,-15.4896
1,54.6426,23.8947,-20.1189
1,70.8645,-26.2694,18.2206
1,72.6035,-29.1021,12.7868
1,69.5012,-24.1657,10.0773
1,67.7629,9.91392,-9.55127
1,67.0712,9.74285,3.33509
1,64.3477,9.83487,-3.38536
1,58.52,-24.2545,7.27479
1,60.0162,-45.6158,5.73123
1,75.5819,-50.528,11.0782
1,93.6154,-35.0753,23.1495
1,44.3664,7.61509,0.344469
1,43.5845,1.60866,0.536815
1,43.9811,-2.23907,1.88408
1,44.8386,-4.70525,2.83531
1,35.531,3.59055,-1.0903
1,34.9023,3.95822,-2.81807
1,33.6708,4.26886,-3.21474
1,31.6201,6.32868,-4.08428
1,28.6676,20.5825,-8.86045
1,53.8577,23.5046,-18.7524
1,78.0683,-33.7211,15.1253
1,-54.2559,52.005,7.54592
1,95.9465,-27.9723,27.2668
1,46.8382,40.3617,-2.50688
1,44.6229,14.1843,0.481644
1,45.0149,3.39068,2.09816
1,46.5489,2.30569,-2.18502
1,47.9984,-5.54817,1.86004
1,32.2048,-3.43489,3.21336
1,31.4973,5.23473,-4.711
1,30.5121,7.23629,-4.45251
1,29.1818,12.7655,-2.02262
1,38.9621,26.1115,-4.45986
1,77.8417,19.3869,-16.8647
1,77.1282,-39.4145,6.85552
1,71.9886,-39.6977,16.3953
1,98.2248,33.9816,-18.6987
1,61.8056,41.0211,-5.45998
1,43.9225,22.9893,0.447996
1,45.5803,6.2454,2.19676
1,47.597,2.75531,-2.63623
1,48.7845,-6.83095,2.82035
1,30.2313,-8.21193,-2.11937
1,30.0669,-5.5506,0.496466
1,30.0629,6.43537,-1.39648
1,29.9864,20.3122,6.4652
1,58.9649,27.3698,6.3127
1,90.6742,19.1735,-4.8957
1,56.4292,-26.6218,2.8511
1,-50.206,41.2395,4.20622
1,97.3668,27.4819,-26.5293
1,74.183,38.4673,-8.4467
1,43.2142,32.151,-0.507546
1,45.8524,9.67753,1.38842
1,47.2717,-3.72738,3.34443
1,47.0458,-8.85743,3.80363
1,32.6881,-5.1776,-1.66548
1,32.952,-4.05833,0.21533
1,33.6276,5.46076,0.881388
1,34.6615,28.0972,6.42896
1,72.5424,31.4689,7.15058
1,89.1566,21.8945,-0.79329
1,32.9336,-16.1309,1.08721
1,91.6931,-31.688,24.2494
1,77.7974,38.2766,-9.78782
1,44.7306,37.7698,0.356613
1,47.7794,13.1221,3.33712
1,47.8774,5.83283,-3.69717
1,45.8787,-11.0769,5.62475
1,35.6102,2.66725,-2.12302
1,35.8428,-3.51404,2.46106
1,36.417,7.26653,-3.03314
1,37.9725,32.5291,-3.31392
1,76.7582,33.1043,-6.42771
1,80.5601,20.903,-14.4597
1,90.3972,-27.0832,25.0097
1,74.5567,39.5061,-6.20341
1,48.4141,37.0507,2.56923
1,49.9109,14.9793,4.41535
1,48.3591,7.00765,-4.14168
1,45.0228,-13.2947,5.97564
1,35.9281,-2.44662,-0.0698156
1,36.2331,-3.42075,0.113255
1,36.7548,7.83659,-4.35657
1,39.0853,33.1046,-6.84659
1,74.6858,31.9819,-13.5065
1,72.159,-25.3703,17.5565
1,88.5375,27.5797,-20.8078
1,65.668,38.9982,-3.78046
1,49.0064,32.4643,2.49316
1,47.844,13.9577,2.34048
1,43.866,-5.75,2.71191
1,39.3346,-15.4672,-0.37443
1,35.1522,-1.34265,-0.0440183
1,35.5935,-2.58915,0.431569
1,36.2699,8.80333,-3.02829
1,38.8342,31.1912,-3.47316
1,68.4827,31.0068,-8.35784
1,67.013,-21.6273,16.9067
1,75.7083,29.7672,-13.7427
1,53.0614,35.8364,-3.07222
1,46.416,25.7858,0.60671
1,43.1248,10.3645,0.439015
1,37.4952,-6.80712,-0.796555
1,34.1342,3.75168,-0.189782
1,34.616,2.51821,1.50896
1,35.2115,10.0346,1.44438
1,36.3752,27.9458,1.69948
1,57.2455,30.6412,-1.77087
1,63.2159,19.2751,-16.8113
1,97.3923,-29.4359,12.3089
1,79.6973,21.6547,-16.5616
1,55.754,28.6389,-3.58661
1,44.294,27.4389,2.64139
1,41.8412,19.3727,2.95424
1,36.8059,7.54936,2.80047
1,32.0845,1.83671,-0.416465
1,32.9799,3.33537,2.70547
1,33.9408,11.162,2.64753
1,34.2717,23.2433,1.07461
1,41.6664,30.8813,-4.10776
1,106.263,11.9623,5.4113
1,109.395,13.9474,-5.25665
1,96.6358,-17.6024,16.3901
1,38.1531,20.8144,-0.80116
1,36.4217,18.1695,4.72345
1,33.4874,15.9782,3.94017
1,29.4832,-1.88343,1.3825
1,30.8946,5.06525,1.04143
1,32.6437,10.3196,3.88694
1,33.534,18.3769,1.07219
1,31.8711,28.7747,-6.74675
1,88.5807,12.5405,1.0784
1,97.8623,19.7559,11.1916
1,92.4616,22.5287,11.0434
1,76.2651,22.0649,2.46804
1,28.666,5.33277,-1.35414
1,30.1158,6.76816,-1.26945
1,31.8304,6.35389,3.17561
1,32.767,13.6574,1.15468
1,31.8505,22.6328,-4.03405
1,65.9117,19.6153,2.14066
1,58.8198,23.1408,8.78498
1,45.7246,23.001,7.83438
1,30.0216,5.41212,2.35616
1,30.8258,3.91365,-0.802636
1,31.5259,2.06708,-2.01181
1,31.5249,5.17017,-1.09853
1,30.4254,13.0089,-0.159268
1,42.953,16.0525,-2.75675
1,37.667,18.2349,3.98925
1,31.7941,18.1467,7.59974
1,29.8896,5.2518,2.26152
1,30.3117,3.81801,-0.49439
1,30.3486,-3.23521,1.45221
1,29.5128,-4.10046,2.37181
1,27.7097,4.15856,-0.546951
1,27.0843,4.44924,-1.74787
1,27.7462,5.81087,-4.52319
1,28.0625,-5.56352,5.365
1,21.5484,-11.1905,-1.61789
1,23.0384,-10.5638,2.28319
1,24.7081,9.96833,-7.00107
1,24.5605,16.2345,-4.01511
1,21.0922,11.0968,-4.74399
1,14.5666,-8.67034,-0.772935
1,-11.8911,7.74573,-6.00278
1,-11.5941,-5.99658,4.01818
1,-12.0806,-6.56152,6.05301
1,-12.4117,8.87223,-6.1151
1,-13.0958,10.5979,-0.0351292
1,-14.3885,13.0907,6.23037
1,-16.3468,10.1781,6.50354
1,-18.2888,5.49932,-0.989559
1,-19.5888,6.19025,-4.92801
1,-20.3664,11.3431,-5.49829
1,-21.7496,13.0735,-9.40244
1,-25.8515,-15.4491,11.1818
1,-32.5284,-18.8271,11.0693
1,-39.1172,-19.4248,12.826
1,-44.3572,-19.5879,13.2722
1,-48.1267,-19.2986,8.1935
1,-49.8546,-18.0211,-2.02744
1,-47.5668,-16.7582,-8.54921
1,18.703,5.32964,1.74933
1,19.3705,7.42054,2.83993
1,19.921,7.29364,1.27875
1,20.3277,4.3595,-1.22582
1,20.6491,-4.27404,1.56089
1,20.8488,-4.6473,1.04437
1,20.5172,2.22201,-1.71815
1,19.3431,2.67369,0.693477
1,17.7662,2.94132,0.207567
1,16.1109,2.64036,-1.66467
1,14.3203,-1.95145,1.59338
1,12.5928,-1.53056,1.29381
1,11.3473,-1.73063,0.671198
1,10.9479,-1.5114,0.540639
1,11.185,1.19081,-0.534551
1,11.9435,2.14939,-0.859702
1,13.3847,3.38544,-0.337269
1,15.1556,3.91411,1.98256
1,16.9031,3.01789,2.0853
1,19.2691,2.76282,-0.805102
1,21.6631,2.45639,-1.32992
1,23.0531,2.38137,-0.395224
1,23.7457,1.94899,-0.501907
1,24.392,1.55473,-0.476193
1,65.3769,-12.5365,11.3015
1,71.3375,11.4362,-5.46574
1,90.2719,12.6165,-8.47321
1,91.0436,-20.6557,10.0836
1,86.2586,-23.8012,11.3747
1,71.0275,-27.7526,11.5418
1,73.3484,-31.0522,2.19381
1,73.4471,-24.2798,-3.21686
1,75.2705,-7.57676,-3.59579
1,77.7583,7.1072,-3.6182
1,77.8471,-6.37761,4.35673
1,74.191,-21.5635,-4.92213
1,75.0756,-43.4182,-8.03089
1,85.0832,-48.5421,-3.17117
1,95.0501,-32.9367,9.04684
1,57.6286,27.0425,-14.1295
1,80.4359,-30.7733,17.2869
1,66.4774,-49.9612,2.36085
1,-56.4684,39.395,-12.8223
1,-21.6805,19.2121,7.28308
1,-25.3609,9.76343,-0.748736
1,68.4323,-52.19,-6.30856
1,98.252,-26.9807,16.4917
1,42.7526,33.3097,0.138701
1,81.0566,28.3168,-11.3739
1,78.3992,-35.2497,13.9073
1,-64.665,23.0243,-6.74784
1,-62.5569,-24.506,19.0214
1,82.7442,-38.3034,8.50441
1,36.99,-6.7906,-2.40357
1,37.6956,-4.04252,-0.234833
1,93.4243,28.1907,-4.07588
1,57.5482,-25.2056,10.1044
1,55.2004,-48.1026,2.96148
1,102.074,25.7564,-23.9008
1,39.0354,-3.92227,-0.944153
1,39.8314,-3.26509,0.953684
1,93.3051,27.3046,-2.34932
1,35.03,-15.9043,7.00656
1,-57.3884,39.4561,3.551
1,99.1716,-28.905,24.9225
1,49.0151,-7.71085,3.44149
1,42.9212,6.68218,-0.173412
1,44.1095,31.0746,-1.01105
1,86.5771,27.0592,-13.8851
1,-25.1372,20.2549,6.36002
1,-54.8118,50.8858,9.77165
1,96.5011,28.7602,-24.9367
1,51.8469,7.40492,-3.49052
1,51.2975,-9.74148,6.77863
1,41.3972,-1.58161,0.768963
1,42.1415,-1.81581,0.777289
1,43.2556,6.64536,-0.797986
1,76.4095,38.8235,-8.38442
1,79.8083,25.8806,-20.3122
1,-35.025,14.5445,4.03013
1,79.1886,-44.4657,19.0924
1,90.6814,34.5301,-20.3812
1,52.7103,11.6663,3.50448
1,52.3546,5.10948,-4.54495
1,50.2645,-11.9125,3.43221
1,40.9319,-1.79767,-0.0669804
1,41.4686,-2.83459,0.11539
1,42.5074,7.25752,-2.09011
1,44.8745,30.2642,-1.04843
1,71.1743,37.4701,-4.30798
1,75.5481,25.0834,-16.9741
1,-40.2612,21.6605,3.95879
1,75.6301,-44.5855,13.8193
1,92.6954,29.0402,-28.8686
1,72.7579,40.0466,-13.8934
1,47.556,42.314,-4.67535
1,51.563,23.1883,-1.15244
1,52.8042,9.58235,-0.736139
1,50.4605,-5.62234,0.243187
1,47.4153,-13.4833,-0.386617
1,41.1423,2.01581,-0.184405
1,41.326,1.22559,0.144752
1,41.8735,8.59523,-0.71244
1,43.2903,26.2594,0.514401
1,59.7886,35.7027,-1.25087
1,70.0843,25.3487,-15.41
1,-46.1384,40.0293,7.47848
1,37.4684,-10.0494,-1.5202
1,73.3792,-25.174,8.27936
1,98.2411,-34.065,17.5853
1,100.198,-28.0161,27.1774
1,78.6694,36.3034,-14.1701
1,51.065,41.9672,-2.78623
1,50.1342,28.1166,2.18293
1,52.8526,18.188,2.28626
1,52.1196,8.7539,2.00497
1,48.1051,-6.60533,6.22259
1,44.0326,-14.9411,9.45233
1,41.1973,1.68182,-0.373685
1,41.5472,2.64937,2.0929
1,41.9879,10.019,1.2514
1,42.2888,21.6261,-0.390288
1,45.8386,32.8843,-4.64092
1,56.7837,26.5954,-18.9679
1,60.9285,11.9601,-9.40089
1,89.8738,19.4508,4.27595
1,110.334,23.0646,4.05824
1,112.944,26.9367,-8.09052
1,98.5244,30.4477,-18.4241
1,73.3438,33.934,-19.044
1,49.6634,35.2994,-10.856
1,46.8613,24.1417,-0.505721
1,50.0742,18.303,4.30921
1,51.3226,16.58,4.21514
1,48.3481,12.1201,3.0759
1,42.146,12.5444,-8.29488
1,36.4855,-17.8528,14.9163
1,40.3048,-1.57661,1.10842
1,41.1252,4.5605,1.05384
1,41.9913,9.74303,3.42665
1,41.9914,17.2669,0.722074
1,40.3145,25.8482,-6.71594
1,41.0625,26.8129,-18.6581
1,75.7479,20.2697,-15.088
1,92.8552,27.6117,0.466132
1,100.564,32.5134,10.5051
1,93.7993,34.5597,9.67639
1,76.3802,34.7944,1.04752
1,56.3465,32.7673,-7.90072
1,44.673,24.9733,-12.6071
1,43.2611,14.9733,-10.6891
1,45.2605,11.0559,-3.35662
1,47.0099,15.2077,1.91069
1,45.5326,18.8258,3.85272
1,39.3543,16.5104,1.8737
1,24.2197,-21.6854,8.18776
1,39.814,4.19568,-1.82697
1,40.6541,5.63021,-1.83843
1,41.5512,6.29729,1.25959
1,41.3994,12.7485,-0.341553
1,38.8338,20.6481,-4.9
1,34.0169,25.207,-11.3905
1,33.2937,23.7581,-20.689
1,48.8137,-25.8206,18.7624
1,58.0729,22.6263,-16.2617
1,64.6958,28.7573,-6.26244
1,64.5227,34.3281,3.1896
1,56.7419,36.9795,9.12518
1,47.3394,32.6578,7.6066
1,43.8213,21.1107,1.35528
1,42.4092,12.2919,-4.66078
1,41.7131,-8.27056,7.82083
1,41.7339,-8.94552,7.42993
1,41.9916,10.8909,-4.39482
1,40.7412,17.4326,3.18808
1,36.1821,22.3449,7.72319
1,29.019,17.8966,5.43456
1,-24.167,14.356,1.37577
1,40.822,4.28005,1.97956
1,41.3535,3.14767,-1.23434
1,41.7037,-3.19247,2.47996
1,41.0023,5.82116,-2.79097
1,38.3108,12.0675,-1.44121
1,33.5535,18.3877,-3.54362
1,28.7896,24.4167,-10.7453
1,32.1801,23.8085,-16.7611
1,37.4997,23.8982,-15.0072
1,40.0563,27.1817,-8.05966
1,38.4607,31.1314,-1.50643
1,38.6968,29.0736,4.1864
1,41.1205,22.0191,6.69128
1,41.7841,12.8544,4.55099
1,40.8624,4.61735,0.249663
1,39.3944,-4.55691,3.21821
1,37.9571,-6.99214,5.54658
1,36.5925,9.57886,-7.92579
1,34.612,15.1078,-5.76428
1,-25.7443,10.5018,-4.79451
1,42.0208,5.10209,1.79812
1,42.2716,4.10344,-0.226867
1,42.117,2.46222,-2.25327
1,40.9072,3.64078,-2.9771
1,38.1896,4.6385,-0.0887421
1,34.3272,6.10876,0.189941
1,30.6768,11.4895,-6.68437
1,28.761,14.2928,-11.178
1,29.1276,15.003,-9.80968
1,31.4539,13.7128,-4.5432
1,35.0485,11.5199,0.184298
1,38.815,12.5003,1.66052
1,41.3987,13.0205,1.78062
1,41.4811,8.99181,2.66133
1,39.1961,4.65248,2.14738
1,35.7418,6.65393,-2.8692
1,32.0542,10.2591,-6.1557
1,-27.3522,-15.067,8.26066
1,41.478,3.50535,-1.64548
1,41.8098,5.3997,-3.84267
1,41.918,5.98245,-4.52617
1,40.986,6.50216,-4.99359
1,38.4617,-6.40236,5.63402
1,34.9008,-5.71625,0.00145959
1,31.6177,-6.95416,-2.19351
1,29.8286,-9.36627,-0.703464
1,30.3285,-7.80537,-0.475432
1,32.8269,-3.56878,-0.0776765
1,36.1759,5.28217,-2.83962
1,39.3478,11.2672,-3.21507
1,40.9165,11.9629,-2.65333
1,39.5007,8.32575,-0.676515
1,35.4673,5.76702,0.546101
1,40.6534,-6.83459,0.63372
1,41.4839,-8.74804,3.76548
1,42.4456,8.55031,-7.76233
1,42.2216,11.5593,-6.23655
1,39.8028,7.79594,-7.66511
1,35.7247,-10.0678,-1.11581
1,31.8943,-10.5975,-6.45812
1,30.0872,-9.7664,-6.67988
1,31.0778,-7.91481,-4.733
1,34.0033,-5.63217,-0.44214
1,37.0254,6.57292,-4.59974
1,38.8412,12.7751,-5.37313
1,38.4689,11.8977,-7.26198
1,35.3524,-8.04685,6.30954
1,30.5676,-8.23927,4.58306
1,41.1124,-9.24358,-2.03679
1,42.563,-8.85711,1.62457
1,44.3059,9.6694,-5.24862
1,44.5555,15.9563,-2.33549
1,41.9377,10.4044,-2.72891
1,36.7248,-6.60977,-1.0979
1,31.4884,-11.2381,-4.97051
1,28.8806,-10.499,-5.61929
1,29.7953,-9.29652,-4.18192
1,32.8755,-8.8896,-0.513247
1,35.9658,-9.24872,6.46998
1,37.5862,13.4119,-10.8047
1,36.8378,-13.4955,11.4878
1,33.516,-15.9528,3.26206
1,28.5564,-17.1867,2.15456
1,22.9171,-18.4531,7.50269
1,-20.932,17.771,6.90612
1,-25.4393,13.3346,-0.505604
1,-30.3421,10.038,-8.26675
1,-35.0901,-15.4835,9.63229
1,-40.4991,-22.1921,9.31172
1,-47.0571,-26.0959,2.37916
1,-53.3575,-26.5021,-11.1292
1,-55.8872,-24.8865,-20.2011
1,10.8816,2.9516,1.05727
1,11.021,6.44461,0.889918
1,10.9703,-4.65114,-0.791326
1,11.5828,-4.84656,-1.72572
1,12.0792,-3.6144,0.781337
1,11.6641,2.00362,-1.70791
1,10.2172,1.37616,-0.0412907
1,8.70271,0.946574,-0.4072
1,7.44847,-1.18224,0.929703
1,6.24593,0.825062,-0.805556
1,5.79046,-1.70413,0.628866
1,6.54501,-1.99575,0.398065
1,7.27833,0.766853,-0.332872
1,7.32882,2.43026,-0.668191
1,7.3937,3.14468,-0.636765
1,7.62913,2.38152,0.175082
1,7.04413,-0.524236,0.181436
1,7.10829,-3.16963,-0.878403
1,8.7074,-2.7931,-1.37381
1,10.6632,-1.46836,-0.649452
1,11.699,-1.84457,0.486512
1,12.4233,-2.22806,1.45719
1,71.8223,-27.4215,-1.31679
1,73.7954,-21.0234,-7.43067
1,76.7456,-10.7088,-3.63093
1,80.3879,-10.9027,7.81725
1,82.5456,-12.5481,2.68335
1,80.6572,-17.9846,-13.7125
1,79.9648,-36.2766,-16.4049
1,83.9869,-40.4329,-12.9421
1,86.0517,-27.4367,-4.64333
1,70.5604,-43.5587,1.97121
1,53.033,-50.9525,-13.1496
1,46.0639,-33.6805,-19.4561
1,46.2688,-20.0899,-4.41316
1,45.4327,-20.1434,9.45762
1,39.2589,-23.7942,-1.91961
1,-33.4207,32.8753,-26.3195
1,-55.4194,35.1154,-33.8778
1,-61.3704,50.8986,-30.3073
1,77.4296,-45.32,-17.5595
1,91.1301,-24.0123,-0.194025
1,80.7217,-29.8361,13.0652
1,-59.9034,40.9618,-12.3073
1,-58.187,47.1628,-31.0792
1,88.7666,-33.9872,-6.66166
1,68.3205,-24.5044,2.33829
1,-56.0384,-31.5695,16.2903
1,74.7145,-40.4538,-10.4786
1,98.1726,-17.9113,14.8207
1,92.8519,19.7407,-5.64087
1,56.4303,-19.4898,-5.72729
1,64.2154,-48.6604,-8.51654
1,99.4938,-22.104,15.0731
1,89.6459,17.1923,-13.5299
1,48.6913,-27.6286,-5.23973
1,71.455,-49.1319,0.214582
1,96.6876,-20.8802,18.7349
1,85.6139,15.4563,-15.1958
1,45.7729,-32.0034,-6.57418
1,-59.1289,34.8398,-4.70996
1,90.0503,-39.7954,13.1504
1,81.2265,14.9411,-12.3788
1,49.6663,-36.5807,-4.70253
1,-50.7974,37.9366,1.10195
1,84.177,-39.9928,14.0776
1,93.4391,25.6265,-24.543
1,45.6279,-9.98266,0.400915
1,72.7136,15.5768,-13.2365
1,58.6064,-42.578,0.886653
1,-21.1598,9.02013,1.51136
1,42.4749,-15.4333,1.39682
1,78.0746,-28.3505,10.7023
1,100.088,-32.4585,19.8331
1,97.7393,28.569,-23.7866
1,47.9437,5.62067,-5.50012
1,46.081,-12.2126,7.47589
1,57.1113,-17.9593,15.7856
1,59.5994,-41.8118,6.91071
1,49.2389,-33.3226,11.6591
1,70.3568,16.8547,-15.266
1,94.598,19.064,-0.699602
1,110.233,22.2071,-0.0992851
1,109.551,27.8557,-10.0607
1,66.108,36.7793,-15.6119
1,42.9482,36.7454,-8.17824
1,51.2933,11.8199,2.37218
1,48.855,11.3798,-7.12699
1,45.3332,-15.8879,12.0694
1,41.4474,-18.9299,15.1813
1,46.5294,-32.3309,11.642
1,50.5562,-40.1612,10.3626
1,56.1218,-36.9632,12.5191
1,65.6181,-26.8995,17.6807
1,79.2704,23.5678,-14.4258
1,91.991,28.435,-1.17356
1,49.2307,34.9631,-6.88141
1,43.3493,23.3767,-10.162
1,44.404,12.6086,-8.79049
1,46.8559,9.68521,-3.33621
1,49.3914,14.0203,1.57679
1,50.9446,17.8158,4.0591
1,49.4059,15.8068,2.06777
1,43.3336,10.8775,-9.34014
1,36.738,-20.4574,7.07115
1,37.9507,3.68525,-1.21401
1,33.6532,16.497,-12.7712
