@relation 'ctc'
@attribute TP_FP real
@attribute FEATURE_1 real
@attribute FEATURE_2 real
@attribute FEATURE_3 real
@data
1,-84.9395,-9.3956,0.788962
1,-112.925,-35.4528,-0.190283
1,-90.728,-44.3046,2.88983
1,-74.6615,38.7322,9.48459
1,84.2548,-48.3678,18.6709
1,58.7159,-25.3553,23.2249
1,21.8447,-19.9688,-1.59978
1,-49.4847,-7.51141,2.07141
1,-28.1674,22.048,4.74106
1,94.354,-25.1714,16.9397
1,91.4695,22.4548,-10.3975
1,27.0479,4.72536,-2.48853
1,-81.5574,-6.69394,5.25158
1,33.5218,20.6479,5.83747
1,115.523,17.7105,4.95501
1,31.9954,14.7817,3.40206
1,-118.507,-12.1712,4.70448
1,23.8608,8.16103,3.56508
1,115.338,17.8511,11.8218
1,20.1225,2.61838,-0.658027
1,-118.417,-32.3504,7.16805
1,-23.9695,15.3327,3.18066
1,104.933,19.7755,8.48363
1,-7.23496,6.7328,2.58361
1,-97.1927,20.1366,-6.78502
1,70.6918,21.505,-7.94739
1,129.117,23.9941,10.5383
1,34.8106,-20.5009,-1.72205
1,36.1101,-23.1259,-19.1689
1,7.14955,2.08826,-1.80539
1,-80.7727,52.5992,21.4701
1,97.703,29.4254,-11.3099
1,-37.0488,31.4728,-17.3165
1,-45.9698,30.6304,-11.1557
1,-49.7931,30.4191,-28.4056
1,-38.1721,-29.7651,27.2434
1,9.79028,5.64307,-4.91514
1,-57.799,48.5457,33.4991
1,75.2506,27.5684,-14.4425
1,-35.1548,32.5675,-8.27954
1,-40.7708,30.6257,-18.1639
1,-40.2486,30.9305,-14.7424
1,-32.4831,31.8125,-22.4537
1,-7.12986,6.50587,1.79245
1,43.9436,-38.5561,22.5405
1,56.2574,15.9462,-12.0639
1,48.4365,23.1456,-22.4425
1,25.7663,-15.6375,4.85898
1,23.5333,4.86118,-0.821459
1,17.8611,6.92173,2.04763
1,15.7959,8.59025,2.61276
1,8.86658,5.39053,0.741094
1,-8.01829,6.36439,2.46382
1,7.99162,-5.70184,-2.75871
1,-5.02955,-2.916,2.11001
1,-17.0745,6.65752,-1.41783
1,-44.8556,-4.9958,4.68399
1,-75.2393,-4.47084,2.27455
1,-108.801,-28.6828,1.63967
1,-90.0981,-47.8842,7.55596
1,-70.7766,35.817,1.92028
1,79.3108,-46.9884,18.1509
1,54.7899,-26.0777,24.9263
1,30.9491,25.9977,-15.764
1,33.0818,12.3694,-10.3496
1,32.7188,-14.6257,4.15526
1,32.0493,-17.2489,0.275822
1,31.7412,-22.5985,1.14842
1,-43.4483,-6.08337,4.86246
1,-29.225,26.352,-9.54316
1,83.9045,-23.9668,14.1839
1,86.2869,21.3102,-9.06448
1,31.3383,-1.81262,1.60703
1,37.5125,8.14439,-1.42834
1,-73.3975,-7.30653,5.26357
1,32.4678,18.3898,-10.3558
1,102.613,14.2786,4.07354
1,110.809,19.7821,-2.30602
1,43.4731,13.4634,6.00047
1,-110.486,-13.8531,2.47387
1,99.843,13.4676,9.11432
1,113.441,18.6688,2.21636
1,73.6421,20.607,-6.97594
1,38.5683,-5.34694,5.08754
1,-113.571,-31.5139,8.03823
1,87.3272,13.6994,9.7372
1,120.012,18.2614,4.37556
1,78.9952,19.9705,-3.318
1,37.6117,20.4646,-13.6928
1,30.5139,-20.3681,15.9044
1,39.0129,12.7391,-9.12996
1,45.66,21.4121,-20.965
1,23.6118,-6.63394,6.0108
1,-94.4905,29.4954,-13.2031
1,59.6824,12.9855,-5.05489
1,117.024,19.9698,14.1975
1,41.8547,20.857,-3.03783
1,27.9048,13.721,-11.336
1,31.3443,-26.7064,5.40875
1,33.655,-30.1832,-3.20962
1,33.4941,-22.8415,-13.2292
1,-42.0676,37.123,-19.802
1,-43.6392,43.1788,-7.2181
1,10.6151,10.1076,1.98738
1,-79.1587,49.0068,6.40578
1,78.465,22.6771,-8.99647
1,26.8691,14.4128,-11.1694
1,31.95,-19.1597,3.60004
1,-30.6352,29.5448,-9.84538
1,-47.2832,-25.9798,25.7947
1,-64.0551,-29.8578,23.8634
1,-50.3177,-37.2264,37.1583
1,45.0669,-20.7212,-11.6271
1,11.9435,7.58194,-1.55918
1,-61.2289,32.1782,19.5137
1,65.1141,16.2734,-14.9899
1,64.6039,13.5598,-5.26007
1,35.3095,-30.3316,-0.748405
1,-46.0791,28.7559,-14.8822
1,-57.5382,-26.5549,23.7277
1,-60.0543,-29.0599,24.47
1,-48.808,-37.3539,33.395
1,42.4804,-36.2611,-23.8673
1,9.27832,-6.53093,2.52946
1,-46.6097,30.1807,12.5506
1,56.2874,-12.2929,7.66532
1,34.1518,-20.5651,13.4831
1,38.6422,-25.4021,2.63893
1,33.2663,-28.9204,-11.6421
1,-32.693,31.5306,-16.4343
1,38.8625,-31.513,-15.1158
1,50.3137,-26.5655,-13.2247
1,42.346,-34.4021,19.0333
1,37.0623,-30.4961,8.60096
1,30.9445,-29.2953,1.92073
1,-26.9378,26.5988,0.557676
1,25.4159,-24.0214,7.02204
1,28.9961,-7.77851,4.47934
1,28.4522,2.86657,0.441345
1,21.8308,3.60148,1.68194
1,5.68163,0.820642,-0.524647
1,-10.0048,-1.56584,0.930315
1,-8.09971,5.37577,-3.23885
1,-12.1585,3.44166,0.464581
1,9.81348,-4.01379,1.81167
1,16.5292,4.75088,-0.281369
1,8.50246,2.55078,-0.309889
1,7.63998,-6.04017,-0.913818
1,-5.89866,-4.08767,-0.276993
1,-11.0843,8.47274,1.57879
1,-36.119,7.35148,-2.2734
1,-63.669,6.89045,-0.811864
1,-97.2944,-20.8493,8.41817
1,-85.8543,-43.8705,14.6014
1,-63.6112,35.6104,-9.35909
1,71.3705,-43.804,10.7448
1,50.9744,-25.8504,15.8448
1,25.4336,20.3841,-17.5016
1,24.0743,-14.0844,10.571
1,23.4928,-17.7599,0.504001
1,24.0887,-17.8393,-4.09235
1,26.6608,-19.9735,9.80158
1,29.1321,-24.2275,3.47242
1,77.588,11.5201,-7.28242
1,45.0447,15.3284,0.539515
1,21.3148,16.8798,1.07503
1,22.8727,1.9124,0.105066
1,24.7509,-6.74699,4.68046
1,26.8417,6.72619,-5.76576
1,30.3612,12.5484,-3.60422
1,33.0864,8.86383,-5.85545
1,-64.7379,-4.63132,3.99919
1,83.676,5.43868,1.57198
1,98.902,7.65844,-1.75639
1,68.7135,10.5232,7.42149
1,38.3487,14.379,12.2364
1,26.1992,18.1433,5.40198
1,23.0002,20.6775,-4.69752
1,25.9782,15.0328,-7.97312
1,30.8005,-9.52465,7.87122
1,36.9601,11.7375,-6.0097
1,42.7989,11.474,-3.07404
1,-97.1411,-13.998,2.29023
1,103.238,5.56306,-0.402201
1,74.6673,-9.11548,6.14131
1,47.0892,9.71189,-4.53069
1,40.8038,13.7689,3.5598
1,43.82,17.4775,-1.69219
1,43.2436,22.2575,-15.4303
1,38.644,29.1274,-20.4927
1,38.6068,22.803,-18.191
1,49.4279,-15.6742,10.6439
1,-104.323,-29.5286,9.88724
1,109.135,6.73529,4.06305
1,82.7832,6.0083,-5.36136
1,46.5728,-17.4966,6.02265
1,36.3413,-23.8072,6.2217
1,38.3939,-14.8492,6.65544
1,40.3449,-13.916,10.8283
1,41.6506,-36.7651,20.6727
1,49.574,-40.0557,34.6587
1,42.5777,12.0305,-8.72666
1,-90.8086,30.1685,-18.3669
1,98.537,19.4963,5.74161
1,94.8858,11.2009,5.00704
1,51.9796,9.02537,-5.43409
1,32.3111,-16.5066,4.95658
1,-32.2603,29.0408,-0.700497
1,-35.1947,-23.9174,16.0178
1,-61.2852,42.2453,5.55368
1,61.4325,-28.2621,25.211
1,27.8584,14.7899,1.33386
1,-77.6369,34.091,-9.51865
1,53.3765,-8.12433,7.49249
1,90.8218,12.8919,5.42315
1,65.531,10.7247,4.67935
1,35.5333,-9.11981,8.38183
1,30.5799,-21.3008,-0.858053
1,-34.6756,19.1081,-14.4318
1,-61.4158,42.2514,-36.9071
1,63.8062,-22.5127,-5.90377
1,17.6448,10.1047,1.68178
1,-64.2792,15.3782,0.20439
1,51.2277,-14.2024,3.35877
1,70.3233,7.93777,-5.76928
1,46.4138,14.4391,-4.48244
1,36.8447,-16.5971,10.0952
1,-35.7113,30.0122,-2.8472
1,-66.3352,-49.6928,27.1431
1,55.7341,-43.5047,-31.0793
1,12.3479,-5.21337,0.564147
1,-53.5862,13.1848,5.93945
1,50.1372,-10.3331,5.35012
1,50.4037,13.3134,-10.8059
1,28.448,19.1753,-17.7633
1,38.0251,-29.1946,14.0665
1,-36.9275,33.8656,2.65341
1,-43.6824,20.201,-16.8506
1,-54.5169,-21.6704,16.2063
1,-53.7929,27.6635,-18.8329
1,55.1253,-40.5899,-18.4007
1,-10.2682,5.6223,-3.83685
1,-44.6534,27.5975,13.0006
1,43.8252,11.4006,0.162114
1,37.8694,16.327,-1.52239
1,24.8526,16.0122,-9.65377
1,38.3822,16.8512,-8.00174
1,45.8687,7.15019,-5.9409
1,39.2974,-21.6978,-4.17541
1,42.3695,-41.8949,-6.21131
1,57.0248,-36.4644,-2.49242
1,-21.278,-6.10413,-0.422389
1,-39.5154,28.1364,5.59886
1,38.1159,8.09841,-0.484306
1,-9.20552,6.22828,-0.351144
1,-37.6013,28.1543,4.31571
1,36.154,8.3492,-4.12
1,16.8448,-3.99129,1.20935
1,-36.9211,25.5731,3.33977
1,34.5665,-11.1607,3.12072
1,-36.7643,24.5386,8.95714
1,33.9338,-17.7469,6.71577
1,42.2596,8.53236,-7.07313
1,32.7327,7.35704,-4.76568
1,9.1291,-6.55036,0.114187
1,-12.6791,-5.77425,1.77639
1,-8.58203,4.01747,-0.15091
1,-7.97505,6.22501,-0.655418
1,11.6477,3.16904,-0.258507
1,15.0898,5.47245,-3.17618
1,5.60466,-4.39129,-0.00231423
1,-6.7896,5.87443,-4.92666
1,-7.67439,-7.00176,-0.665781
1,-7.56503,-5.33811,-3.6303
1,7.62921,-7.01996,1.60757
1,-29.128,5.30365,0.831155
1,-52.5553,8.50262,1.69622
1,-82.473,-13.8469,11.0778
1,-78.4729,-36.0513,15.5865
1,-55.9066,29.9378,-17.5914
1,60.5057,-41.4472,2.99789
1,47.8815,-26.6716,4.89567
1,-21.5483,21.2691,6.93129
1,-19.4284,9.23991,6.00028
1,-19.3485,7.80156,-3.75476
1,-18.0084,7.34846,-4.24935
1,-19.7319,15.1805,9.30626
1,-24.3755,10.7699,3.46296
1,42.0779,8.77835,-3.38368
1,19.0401,11.6441,-3.48587
1,12.1023,-4.28698,2.92734
1,8.79523,4.23581,-3.34711
1,13.2285,9.49251,-7.29863
1,-14.188,11.8323,8.15035
1,68.6833,10.1304,-3.36427
1,44.1221,13.2846,-1.72645
1,34.5222,7.8257,-1.19992
1,29.8217,-7.53487,5.53698
1,21.7457,-10.7809,8.37121
1,-16.559,13.4977,10.7284
1,-20.7204,19.2651,12.4078
1,23.85,-21.6187,13.1583
1,-80.4332,-11.2729,-0.368609
1,56.1783,-9.04763,-0.0517007
1,49.3903,-6.89467,5.48541
1,49.8407,-8.31698,4.88527
1,45.0443,-24.0683,5.2306
1,39.5555,-35.1001,10.9863
1,-36.4998,29.8635,21.2562
1,34.9352,-30.7826,21.7022
1,44.9217,-27.3439,18.1641
1,-93.567,-25.6826,5.49892
1,31.1181,-24.8319,-2.34381
1,-63.115,49.3253,17.316
1,55.2454,-40.8639,39.2021
1,56.2396,20.6522,-11.0709
1,-87.2758,-22.2931,19.4863
1,97.9625,12.9469,-2.9193
1,-79.7626,26.6198,17.1985
1,67.1593,38.0852,-34.1873
1,46.3965,20.6199,1.14096
1,-77.4797,-22.793,17.8269
1,85.5068,13.6294,-1.92708
1,77.428,11.0599,2.81724
1,-68.3837,37.2621,-28.1681
1,81.7243,-24.7065,6.88333
1,29.5765,14.0188,2.58681
1,-66.1138,-17.1383,7.34946
1,57.6938,12.9227,-5.03045
1,41.6942,-19.2765,7.8919
1,65.8981,-46.9935,-31.0377
1,88.3868,-26.252,-6.1502
1,16.796,-1.6477,0.367452
1,-56.4787,13.9138,-7.13156
1,56.4357,15.8947,-10.7066
1,35.5658,-23.2244,16.5466
1,40.0479,-39.5905,10.3636
1,-48.8993,24.0631,-0.495984
1,-77.2204,-22.2818,9.57416
1,54.9668,-49.0976,-23.6119
1,91.9207,-24.9582,-18.7083
1,-11.1289,5.94703,-5.25215
1,-49.2856,18.6493,3.30044
1,35.7063,14.8272,0.325777
1,41.2508,18.1691,-5.65561
1,24.7167,-20.7406,20.0726
1,39.3134,-22.1169,16.2469
1,35.513,-20.5401,4.85663
1,-39.604,22.5134,-14.0818
1,-67.3495,28.2434,-16.1406
1,54.1573,-52.8063,-7.57895
1,86.5314,-30.3979,-5.17565
1,-22.8188,-8.13622,-2.31395
1,-45.1957,14.5817,4.2835
1,30.4293,6.3453,-0.198059
1,37.7264,19.1194,-8.37043
1,32.4931,20.9033,-14.8882
1,49.3186,-33.1713,-14.5066
1,53.6067,-49.8335,-15.929
1,-11.3379,5.42431,-2.03068
1,-44.8015,21.4057,4.90391
1,30.7342,-9.63601,9.39618
1,40.3608,21.249,-15.2378
1,13.2915,-7.44701,-0.97396
1,-48.5025,19.7711,4.66778
1,32.3461,-22.8762,8.7055
1,-10.1252,-2.47145,0.569874
1,-54.0253,19.2806,10.8332
1,35.2762,-30.1142,13.6436
1,55.2776,18.5555,-14.0456
1,46.9035,12.7072,-9.1039
1,19.0056,-9.69555,1.99864
1,-10.4767,-7.3966,7.28519
1,9.28677,-4.92321,-2.87544
1,10.048,-5.54327,-1.72017
1,13.4178,7.14845,-2.32754
1,13.5002,5.35278,-5.11785
1,-7.44865,3.70235,-1.6956
1,-8.94301,-3.81505,3.76238
1,-9.98765,-5.80415,-0.286659
1,-10.2643,-4.12979,-2.78336
1,7.88694,-5.62601,-1.80845
1,-23.6779,4.18961,-1.76417
1,-44.6142,6.81276,-2.86659
1,-69.8736,-9.90667,2.32621
1,-72.241,-28.519,6.92949
1,-50.837,-27.398,20.4071
1,47.7249,-42.0194,-5.47418
1,45.4834,-30.366,-3.2715
1,-28.3067,16.3962,-2.91655
1,-26.8652,-3.61778,0.903513
1,-22.9316,-10.0953,-1.59194
1,-19.8428,-10.6611,1.36391
1,-18.2962,17.1356,-12.0175
1,-22.9206,-15.5357,3.79756
1,-38.9863,15.4554,-10.1063
1,-48.7497,27.9914,4.73436
1,-38.1705,25.9929,20.1546
1,-82.041,-19.9613,-5.21407
1,-56.6994,56.2814,8.75716
1,47.9512,40.9763,-26.7999
1,57.4619,29.7324,-13.8479
1,-82.9823,-24.5951,7.66086
1,-90.906,27.0074,-8.15944
1,64.0551,-35.1897,34.9228
1,57.885,26.2338,0.634217
1,-77.4998,-29.7352,12.4957
1,-64.9208,16.3925,-16.2888
1,90.5861,-22.3731,15.6613
1,41.6896,17.0089,3.05288
1,-66.6036,-30.3088,11.2523
1,64.8888,-49.1414,-20.1576
1,106.016,-26.6793,4.82695
1,26.3096,7.00149,-1.48946
1,-56.0224,-22.0274,20.1112
1,45.3935,-43.8207,-27.5855
1,109.155,-22.7027,-10.993
1,-11.4192,7.52117,3.03271
1,-49.618,14.3662,-13.621
1,44.3495,-42.9081,-1.49973
1,-42.1823,26.0665,-7.67771
1,-56.4193,45.8075,-13.8601
1,102.233,-23.8298,-6.24341
1,-22.4984,-9.087,1.27285
1,-47.9998,-5.39133,-3.2625
1,32.4621,-29.3512,9.44279
1,-37.7094,28.5545,17.5076
1,43.9012,-33.8467,29.0131
1,42.1695,-37.5751,15.1796
1,-50.4289,38.9628,-23.3706
1,-61.3291,51.3209,-25.6723
1,81.6852,-30.2657,-8.72246
1,-11.932,3.07843,-0.526315
1,-52.1625,12.2722,-7.90514
1,-27.5384,16.5691,12.5795
1,-36.4748,31.8503,19.5453
1,42.8101,-33.5885,21.7656
1,59.5462,-26.1021,-14.4958
1,60.8732,-32.5239,-15.4416
1,9.88817,-5.58436,-2.58832
1,-62.7609,12.8454,-5.92272
1,-40.6716,19.7646,16.8473
1,46.0424,-32.7344,24.1026
1,-6.75399,3.68619,-2.14266
1,-74.3097,16.4949,-1.54867
1,-42.6576,28.0265,24.7163
1,63.7045,29.9386,-20.7314
1,59.9112,18.3038,-12.3328
1,31.9047,-9.25775,6.02159
1,13.7929,-6.68099,-3.39508
1,13.768,-7.35559,-1.2949
1,12.1672,-6.64272,-1.4879
1,16.6934,6.20462,-2.13383
1,13.9181,4.71891,-3.24865
1,-4.63248,3.12206,-2.3059
1,-6.53699,1.49031,-0.869453
1,-5.99779,-2.23902,1.58415
1,-4.85529,-2.06992,0.334927
1,-9.15484,7.23931,0.432444
1,-39.1414,-13.6461,7.013
1,-60.8985,-17.5509,-1.41731
1,-68.2936,-27.5014,-0.418804
1,-50.1219,-40.5637,10.5194
1,-44.8681,33.4068,-21.6595
1,41.9132,-36.3979,-15.5318
1,-35.0202,-14.5048,14.1674
1,-33.8729,-15.7589,-3.24097
1,-29.251,-19.0437,-2.83634
1,-26.7351,-17.9954,5.50344
1,-29.2515,16.6084,-15.3788
1,-34.9255,-18.7312,4.33158
1,-62.8293,-32.1057,28.6522
1,-46.2315,30.6812,-16.8257
1,-62.6185,53.1657,-31.1103
1,46.2558,-32.6969,18.3025
1,48.9118,35.5144,-21.0401
1,-74.0132,-23.6666,3.76359
1,-85.0924,-45.9989,31.716
1,60.9135,-33.0747,14.5674
1,59.6395,29.3804,-4.64539
1,-73.8852,-26.5882,17.885
1,-49.99,-26.867,4.18747
1,88.4614,-18.7326,10.5337
1,43.9651,17.8389,2.16761
1,-69.1753,-31.558,17.4364
1,54.7816,-48.6107,-16.0596
1,109.8,-25.3292,5.8593
1,34.4575,9.45138,-0.0160949
1,-58.7121,-32.765,16.7892
1,-29.7714,-27.8936,26.6391
1,114.667,-22.1555,-1.82776
1,14.7774,-11.4154,7.85261
1,-51.3065,-30.759,-0.538241
1,-42.1724,34.4517,-21.4891
1,110.766,-10.574,-6.75206
1,-21.4503,-10.7092,6.68117
1,-51.4585,-36.3292,-14.4467
1,50.9556,-48.1075,10.1817
1,-44.9491,32.6776,11.5999
1,-53.1897,-26.5992,24.5359
1,-61.0238,47.6611,-26.9594
1,91.7833,-21.5234,-11.3711
1,-12.9345,4.4526,-0.582854
1,-62.5637,-37.0476,7.87181
1,-43.4174,31.9836,23.1615
1,51.5359,37.6514,-30.0486
1,57.4457,-22.7861,22.1642
1,66.0177,-22.7368,-14.2822
1,72.154,-35.7647,-11.792
1,8.86573,-4.90581,0.146564
1,-77.7137,-33.908,15.8605
1,41.2089,-39.3437,24.0174
1,62.0228,-23.8761,22.3324
1,7.38091,-3.04652,0.350267
1,-90.8708,-29.9867,21.7386
1,-47.5802,36.4383,13.6714
1,67.3508,39.1774,-22.7464
1,68.2163,22.8333,-10.6102
1,44.1948,10.6316,-3.98626
1,20.5864,-2.76794,2.38413
1,16.186,-11.256,-1.30551
1,13.0323,-9.0956,-2.56693
1,16.8683,5.42133,-1.18002
1,15.5447,3.79564,-0.0415422
1,2.57942,-2.46502,0.880234
1,-6.64969,2.97054,0.207664
1,5.61504,-2.31728,0.0232748
1,5.79652,1.80006,-1.36403
1,-15.9663,4.46546,3.01089
1,-31.9925,-24.2178,7.27677
1,-53.2223,-28.9604,1.79775
1,-64.871,-33.8413,1.20251
1,-59.4415,-43.8586,2.60996
1,-49.95,-40.7334,19.0835
1,-43.5885,34.2639,-32.5175
1,-41.3375,-29.6973,14.8332
1,-41.0594,-29.2419,-5.92534
1,-38.9581,-27.0802,-6.27932
1,-38.2176,-21.704,4.38077
1,-41.8214,-16.4015,14.5957
1,-45.5479,-16.887,7.29501
1,-51.7246,-36.8703,31.5683
1,-41.721,39.5485,8.84989
1,43.8916,35.84,-32.6004
1,-60.3812,-22.1811,6.05234
1,55.883,-42.4174,12.5342
1,63.6904,36.0985,-24.2203
1,57.4472,28.8489,-15.5814
1,-63.9535,24.7545,-21.383
1,-57.0732,-30.5873,16.692
1,81.2214,-26.6261,4.26053
1,40.2754,15.6218,-4.62214
1,-68.1618,-24.0758,16.2605
1,54.3757,-44.5969,-34.5827
1,101.274,-22.9822,-8.12522
1,34.0992,5.43129,-0.79092
1,-67.6475,-29.6973,1.63432
1,-38.7173,28.0678,-22.6486
1,109.901,-19.876,-8.56611
1,17.6738,-11.48,4.14937
1,-63.174,-39.3917,-17.3505
1,-34.137,33.4505,-22.9334
1,110.6,-12.0081,-1.38296
1,-20.5468,-11.0597,4.22886
1,-63.9524,-58.6717,-17.6952
1,49.8093,-45.9362,-7.22305
1,-38.135,30.2555,-0.989986
1,-43.62,-27.7448,16.196
1,-55.0871,47.1341,-23.6582
1,95.5022,-17.4183,-10.194
1,-12.6395,3.50816,-1.86355
1,-72.8969,-56.7546,7.43659
1,-38.1086,27.4675,18.6339
1,48.9009,36.0238,-23.1444
1,55.6281,25.1437,-14.1467
1,68.6744,-19.9234,-8.8639
1,76.4253,-34.747,-5.83772
1,7.45391,-4.59873,2.64369
1,-84.4765,-54.3151,20.9453
1,42.1119,-34.4656,21.6922
1,60.5891,25.6827,-18.09
1,7.903,3.31278,-2.60201
1,-95.2488,-51.4463,26.6065
1,43.6042,-40.2321,1.80809
1,69.6973,43.6153,-19.9668
1,70.526,24.5365,-6.3912
1,50.5682,13.6507,1.27224
1,24.7256,4.88893,2.13887
1,16.5367,-13.0417,-0.185252
1,13.1742,-10.1754,-0.176367
1,14.8573,5.96439,1.66075
1,16.3014,4.65584,2.49231
1,4.30039,2.27406,-0.971177
1,-9.03928,4.36527,0.471209
1,6.39073,1.88873,-1.119
1,8.1545,3.80316,0.0381593
1,-26.7114,4.58048,-1.6183
1,-32.8066,-20.6801,7.15089
1,-43.9422,-33.5641,5.64181
1,-58.5454,-36.226,4.52096
1,-63.9445,-39.9383,-1.44451
1,-61.2862,-41.9886,8.12858
1,-54.6334,-37.6208,23.3422
1,-51.771,-32.836,15.2799
1,-51.2583,-31.6077,-6.13862
1,-48.3651,-30.3329,-9.59794
1,-45.7359,-27.7433,-0.878123
1,-48.7846,-22.5323,10.6904
1,-51.1338,-19.9698,10.8517
1,-53.5007,29.5277,-20.0521
1,-46.3777,27.8546,19.989
1,44.6058,-39.0894,31.9863
1,-46.6339,-20.219,10.6675
1,-48.2883,48.0012,23.6823
1,55.6216,-32.5435,28.7263
1,53.2579,24.5209,-24.4114
1,-50.6995,26.665,-17.8506
1,-64.7682,30.6088,-16.3735
1,70.302,-37.5427,4.5656
1,37.1237,-15.8425,11.7256
1,-58.5797,-18.2015,11.8178
1,57.5718,-51.8956,-34.7615
1,86.3483,-24.8411,-16.7042
1,29.4447,-9.5195,-0.158103
1,-66.5462,-26.7858,-11.4281
1,-54.9661,47.2433,-18.2025
1,98.8906,-24.7872,-13.8296
1,13.9162,-12.2278,-4.73192
1,-66.2063,-53.1517,-19.9657
1,47.1991,-46.2436,-11.6801
1,102.455,-20.3185,0.890554
1,-18.3454,-9.99391,-2.84247
1,-69.8883,-62.2908,-15.7272
1,43.8307,-40.7439,-1.18207
1,-39.8386,25.8207,10.0207
1,-38.0856,-30.9361,27.2906
1,53.4507,-45.6279,-27.4704
1,90.0593,-16.0772,-10.1766
1,-10.1031,-2.41735,0.185839
1,-72.8418,-56.726,9.19915
1,-30.4498,29.8601,24.1379
1,50.1532,32.9624,-19.7801
1,54.5092,22.9658,-12.9068
1,64.8451,-17.7647,-8.68837
1,69.6238,-29.9099,-5.36741
1,5.38242,-3.4591,1.35103
1,-82.9123,-50.7929,24.3281
1,46.8707,28.6941,-27.5413
1,62.1228,26.0382,-14.5633
1,4.61308,2.67902,-1.90525
1,-93.0443,-46.8684,28.5414
1,43.1,-33.0475,7.46036
1,73.4946,42.1763,-16.7649
1,67.0994,23.1557,-4.31765
1,47.3009,14.0785,3.14743
1,24.1021,7.29447,3.43774
1,16.2702,-12.4136,2.09741
1,12.9857,-9.13937,3.38527
1,12.5205,7.00151,2.86277
1,15.492,5.82,3.09371
1,5.61419,2.02992,0.374983
1,-10.4252,3.67974,0.36718
1,4.65209,1.53824,-0.16538
1,6.38686,3.00661,0.850673
1,-31.6025,-8.33228,2.75064
1,-29.7279,-11.8043,7.46289
1,-31.8187,-28.2698,8.29579
1,-45.6279,-29.1832,6.85416
1,-52.7365,-29.9825,-0.686752
1,-54.3932,-34.6975,3.48896
1,-50.6747,-33.9717,13.522
1,-47.87,-29.0818,13.5455
1,-46.3571,-27.8679,-4.55644
1,-43.9244,-30.8382,-8.93647
1,-40.2944,-37.1007,-3.53066
1,-47.8684,-29.5153,7.43212
1,-52.8407,-23.3779,13.1418
1,-31.7521,26.1985,8.95754
1,-32.254,25.6597,11.5269
1,34.9994,-33.2287,15.3475
1,46.4963,-29.9292,24.352
1,-33.5049,-15.314,14.0321
1,-40.2717,31.1681,10.4497
1,42.6261,-35.2648,25.555
1,47.0772,-26.4784,17.8739
1,45.911,-20.8611,17.3508
1,-36.2729,23.1725,-13.364
1,-48.5034,40.9232,-7.1499
1,57.0227,-31.3968,5.02727
1,33.3045,-17.4541,6.28613
1,-42.2588,-15.028,10.3521
1,57.6905,-46.8963,-21.579
1,68.7943,-25.9565,-8.30774
1,22.2687,-15.1869,-3.65764
1,-50.4288,-31.1033,-8.84931
1,-71.0552,27.5156,-8.16445
1,60.2765,-53.0966,-12.2107
1,83.2782,-30.1074,-9.25119
1,-13.6774,-7.19049,6.26393
1,-64.9654,-45.8121,-17.3418
1,38.9154,-38.8103,-11.3309
1,-45.1204,25.5757,4.05841
1,-50.8608,-20.7739,16.1126
1,-62.332,29.2706,-28.4328
1,57.5977,-46.3263,-4.48512
1,86.7342,-25.8357,1.26462
1,-13.7597,-7.97343,-4.79248
1,-71.4275,-39.0963,-13.0393
1,-30.1159,23.6943,3.60703
1,42.2139,-35.1868,17.1068
1,-40.3654,31.1627,19.564
1,-40.3828,40.1976,-22.6392
1,55.8204,-36.0092,-28.5149
1,-8.08078,-5.87881,4.60565
1,-71.9029,-30.6847,10.6361
1,39.842,28.9804,-23.6301
1,47.8458,-23.9384,21.4529
1,51.8754,-18.1432,17.5704
1,54.5344,-17.6846,-12.731
1,4.1326,-3.8547,-1.75209
1,-78.7407,-24.1937,24.1841
1,28.789,-28.2956,11.0483
1,57.6545,31.3826,-20.4353
1,1.55114,-1.34958,-0.331457
1,-87.1594,27.5098,-20.0492
1,36.4204,-28.6729,25.5403
1,75.8679,35.3507,-13.994
1,58.018,19.1947,-6.15524
1,35.815,12.4336,0.626837
1,19.6728,9.43477,1.53092
1,14.8987,-9.2614,2.12046
1,11.6683,-7.80505,4.17595
1,10.2589,6.06629,2.23449
1,13.315,5.27664,2.7459
1,5.8969,2.6915,-0.734983
1,-9.99,4.11891,-0.370886
1,5.23444,2.63903,-1.65812
1,4.68895,3.43397,-2.15071
1,-15.4724,-13.5569,10.3126
1,16.2333,-14.4843,3.43589
1,-24.4114,12.5383,6.69086
1,-32.4742,9.64354,7.98706
1,-34.0883,9.24883,-0.63377
1,-34.7809,10.7195,-9.35366
1,-33.6072,11.5062,-9.96828
1,-31.452,10.9217,-5.4618
1,-30.1709,-6.3115,-0.692335
1,-34.9024,-9.20548,-1.77567
1,-44.822,-9.76251,-0.333856
1,-52.6118,6.28462,-5.55681
1,-57.8712,13.4215,-1.7984
1,25.8928,22.4116,9.30592
1,15.0837,9.53976,1.50385
1,26.0959,6.15588,3.71519
1,35.7937,21.5022,1.50211
1,-17.396,11.6827,-5.90655
1,27.805,18.4825,-1.61313
1,37.3062,16.9966,-3.14775
1,44.0085,-8.09642,6.3929
1,44.662,16.8051,-8.48851
1,-16.3652,15.7784,8.82459
1,38.7286,-11.285,-2.121
1,36.1304,14.2575,-13.4575
1,41.181,18.2482,-11.7015
1,36.7268,10.1335,-5.9264
