Name	Activity	SsCH3	SdCH2	SssCH2	SdsCH	SaaCH	SsssCH	SdssC	SaasC	SaaaC	SssssC	SsNH2	SssNH2p	SssNH	SaaNH	SsssNHp	SdsN	SaaN	SsssN	SddsN	SsOH	SdO	SssO	SaaO	SsF	SssS	SsCl	SsBr	SsI	SsCH3_acnt	SdCH2_acnt	SssCH2_acnt	SdsCH_acnt	SaaCH_acnt	SsssCH_acnt	SdssC_acnt	SaasC_acnt	SaaaC_acnt	SssssC_acnt	SsNH2_acnt	SssNH2p_acnt	SssNH_acnt	SaaNH_acnt	SsssNHp_acnt	SdsN_acnt	SaaN_acnt	SsssN_acnt	SddsN_acnt	SsOH_acnt	SdO_acnt	SssO_acnt	SaaO_acnt	SsF_acnt	SssS_acnt	SsCl_acnt	SsBr_acnt	SsI_acnt	x0	x1	x2	xp3	xp4	xp5	xp6	xp7	xp8	xp9	xp10	xc3	xc4	xpc4	xch3	xch4	xch5	xch6	xch7	xch8	xch9	xch10	xv0	xv1	xv2	xvp3	xvp4	xvp5	xvp6	xvp7	xvp8	xvp9	xvp10	xvc3	xvc4	xvpc4	xvch3	xvch4	xvch5	xvch6	xvch7	xvch8	xvch9	xvch10	SHsOH	SHsNH2	SHssNH	SHother	Hmax	Gmax	Hmin	Gmin	Hmaxpos	SHBint2	SHBint3	SHBint4	SHBint5	SHBint2_Acnt	SHBint3_Acnt	SHBint4_Acnt	SHBint5_Acnt	SHBint6_Acnt	SHBint7_Acnt	SHBint8_Acnt	SHBint9_Acnt	SHBint10_Acnt	k0	k1	k2	k3	ka1	ka2	ka3	LogP	LD50	fw	nvx	nelem	nrings	ncirc	phia	knotp	knotpv	numHBa	numHBd	SHHBd	SHBa	Qs	Qsv	Qv	ABSQ	ABSQon	MaxHp	MaxNeg	MaxQp	Polarizability	Chiral_Flag
YUN153_P_GM	1.327000e+02	1.648600e+00	0.000000e+00	1.187850e+01	0.000000e+00	9.948900e+00	2.917400e+00	-2.000000e-02	2.207500e+00	2.027300e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.336000e+00	0.000000e+00	1.751300e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.323400e+01	5.678900e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.641600e+00	0.000000e+00	1.000000e+00	0.000000e+00	9.000000e+00	0.000000e+00	5.000000e+00	4.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.800000e+01	4.081030e+01	4.015250e+01	4.336280e+01	4.822870e+01	5.067820e+01	4.654000e+01	4.603590e+01	4.227460e+01	4.279590e+01	4.174040e+01	6.881100e+00	0.000000e+00	2.352010e+01	0.000000e+00	0.000000e+00	-8.580000e-02	-2.686000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-4.110000e-02	9.025930e+01	5.170210e+01	5.048100e+01	5.423930e+01	5.999690e+01	6.283170e+01	5.762870e+01	5.709810e+01	5.268860e+01	5.332540e+01	5.121670e+01	8.821500e+00	0.000000e+00	3.007550e+01	0.000000e+00	0.000000e+00	-7.990000e-02	-2.243000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.912500e+00	1.717080e+01	1.912500e+00	1.323400e+01	5.012000e-01	-2.000000e-02	1.912500e+00	2.531070e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.070130e+01	2.182530e+01	9.469400e+00	4.320000e+00	2.062260e+01	8.696900e+00	3.891800e+00	4.671900e+00	1.498300e+00	4.724453e+02	3.000000e+01	5.000000e+00	5.000000e+00	7.000000e+00	5.978400e+00	-1.663900e+01	-2.125400e+01	3.000000e+00	1.000000e+00	1.912500e+00	2.224890e+01	1.184770e+01	9.654000e-01	1.342700e+00	4.311300e+00	1.349600e+00	2.208000e-01	-4.381000e-01	2.400000e-01	1.539700e+01	3.000000e+00
YUN154_P_GM	5.800000e+00	1.653100e+00	0.000000e+00	1.077000e+01	0.000000e+00	9.970900e+00	5.035500e+00	-1.420000e-02	2.219400e+00	2.033400e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.353500e+00	0.000000e+00	1.769200e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.328280e+01	5.693100e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.649900e+00	0.000000e+00	1.000000e+00	0.000000e+00	8.000000e+00	0.000000e+00	5.000000e+00	6.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	7.200000e+01	4.415880e+01	4.471340e+01	4.899540e+01	5.695610e+01	6.356390e+01	6.260960e+01	6.487350e+01	6.257760e+01	5.861580e+01	5.974920e+01	7.987800e+00	0.000000e+00	2.650160e+01	0.000000e+00	0.000000e+00	-8.580000e-02	-3.944000e-01	0.000000e+00	-1.482000e-01	0.000000e+00	-4.110000e-02	9.425930e+01	5.505060e+01	5.504180e+01	5.987190e+01	6.873440e+01	7.582010e+01	7.390060e+01	7.624100e+01	7.348370e+01	6.989580e+01	7.047890e+01	9.928200e+00	0.000000e+00	3.305700e+01	0.000000e+00	0.000000e+00	-7.990000e-02	-3.502000e-01	0.000000e+00	-1.482000e-01	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.915000e+00	1.795770e+01	1.915000e+00	1.328280e+01	5.106000e-01	-1.420000e-02	1.915000e+00	2.543680e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.261990e+01	2.152780e+01	8.652300e+00	3.865900e+00	2.034490e+01	7.945500e+00	3.486600e+00	4.037500e+00	1.351400e+00	4.844563e+02	3.100000e+01	5.000000e+00	6.000000e+00	1.100000e+01	5.214500e+00	-1.851380e+01	-2.312880e+01	3.000000e+00	1.000000e+00	1.915000e+00	2.232940e+01	1.247640e+01	9.629000e-01	1.330700e+00	4.333900e+00	1.349600e+00	2.208000e-01	-4.381000e-01	2.400000e-01	1.539700e+01	3.000000e+00
YUN155H_GH	1.180000e+01	1.630900e+00	0.000000e+00	8.571600e+00	0.000000e+00	9.861500e+00	1.377700e+00	-4.800000e-02	2.165600e+00	2.008700e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.180000e+00	0.000000e+00	1.711300e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.291590e+01	5.605600e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.602700e+00	0.000000e+00	1.000000e+00	0.000000e+00	7.000000e+00	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	5.800000e+01	3.441140e+01	3.335280e+01	3.548850e+01	3.618210e+01	3.603600e+01	3.184520e+01	2.874670e+01	2.613980e+01	2.531710e+01	2.309350e+01	5.643100e+00	0.000000e+00	1.926170e+01	0.000000e+00	-1.156000e-01	-8.580000e-02	-1.321000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.110000e-02	8.025930e+01	4.525260e+01	4.352650e+01	4.609650e+01	4.731580e+01	4.757370e+01	4.196360e+01	3.841310e+01	3.480440e+01	3.347990e+01	2.982730e+01	7.519000e+00	0.000000e+00	2.559670e+01	0.000000e+00	-1.156000e-01	-7.990000e-02	-8.780000e-02	0.000000e+00	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.887800e+00	1.445400e+01	1.887800e+00	1.291590e+01	4.734000e-01	-4.800000e-02	1.887800e+00	2.438290e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.618720e+01	1.932220e+01	8.566300e+00	3.938200e+00	1.811010e+01	7.767100e+00	3.488500e+00	4.916600e+00	1.319900e+00	4.183536e+02	2.600000e+01	5.000000e+00	4.000000e+00	5.000000e+00	5.410100e+00	-1.361860e+01	-1.807760e+01	3.000000e+00	1.000000e+00	1.887800e+00	2.170140e+01	9.534900e+00	9.168000e-01	1.283500e+00	3.902500e+00	1.353600e+00	2.206000e-01	-4.381000e-01	2.415000e-01	1.307500e+01	3.000000e+00
YUN157H_GH	4.425000e+02	1.637300e+00	0.000000e+00	1.133290e+01	0.000000e+00	9.892900e+00	1.337400e+00	-4.330000e-02	2.174900e+00	2.013400e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.216000e+00	0.000000e+00	1.728400e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.303880e+01	5.636000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.618700e+00	0.000000e+00	1.000000e+00	0.000000e+00	9.000000e+00	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.200000e+01	3.641140e+01	3.468610e+01	3.648850e+01	3.875100e+01	3.893900e+01	3.380830e+01	3.159970e+01	2.914750e+01	2.802830e+01	2.556620e+01	5.643100e+00	0.000000e+00	1.926170e+01	0.000000e+00	0.000000e+00	-8.580000e-02	-2.123000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.110000e-02	8.425930e+01	4.725260e+01	4.485980e+01	4.709650e+01	4.988470e+01	5.051420e+01	4.400900e+01	4.137050e+01	3.795190e+01	3.635350e+01	3.257720e+01	7.519000e+00	0.000000e+00	2.559670e+01	0.000000e+00	0.000000e+00	-7.990000e-02	-1.681000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.895000e+00	1.566500e+01	1.895000e+00	1.303880e+01	4.723000e-01	-4.330000e-02	1.895000e+00	2.470890e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.931630e+01	2.124040e+01	9.871300e+00	4.694400e+00	2.002110e+01	9.036300e+00	4.207500e+00	5.325700e+00	1.313700e+00	4.464074e+02	2.800000e+01	5.000000e+00	4.000000e+00	5.000000e+00	6.461300e+00	-1.361860e+01	-1.807760e+01	3.000000e+00	1.000000e+00	1.895000e+00	2.189080e+01	1.065800e+01	9.516000e-01	1.332200e+00	4.114700e+00	1.353600e+00	2.206000e-01	-4.381000e-01	2.415000e-01	1.462300e+01	3.000000e+00
YUN158H_GH	7.980000e+01	1.640200e+00	0.000000e+00	1.272360e+01	0.000000e+00	9.907300e+00	1.322400e+00	-4.130000e-02	2.179100e+00	2.015500e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.231600e+00	0.000000e+00	1.735100e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.309380e+01	5.649900e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.626100e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+01	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.400000e+01	3.741140e+01	3.535280e+01	3.698850e+01	3.915100e+01	3.927230e+01	3.592760e+01	3.215310e+01	3.014260e+01	2.936560e+01	2.677000e+01	5.643100e+00	0.000000e+00	1.926170e+01	0.000000e+00	0.000000e+00	-8.580000e-02	-1.321000e-01	-6.940000e-02	0.000000e+00	0.000000e+00	-4.110000e-02	8.625930e+01	4.825260e+01	4.552650e+01	4.759650e+01	5.028470e+01	5.084750e+01	4.612830e+01	4.194410e+01	3.897930e+01	3.772980e+01	3.384000e+01	7.519000e+00	0.000000e+00	2.559670e+01	0.000000e+00	0.000000e+00	-7.990000e-02	-8.780000e-02	-6.940000e-02	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.898200e+00	1.626310e+01	1.898200e+00	1.309380e+01	4.848000e-01	-4.130000e-02	1.898200e+00	2.485410e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.060340e+01	2.220310e+01	1.054340e+01	5.086800e+00	2.098080e+01	9.692000e+00	4.582100e+00	5.470000e+00	1.432000e+00	4.604343e+02	2.900000e+01	5.000000e+00	4.000000e+00	5.000000e+00	7.011900e+00	-1.361860e+01	-1.807760e+01	3.000000e+00	1.000000e+00	1.898200e+00	2.197530e+01	1.122710e+01	9.679000e-01	1.355000e+00	4.220800e+00	1.353600e+00	2.206000e-01	-4.381000e-01	2.415000e-01	1.539700e+01	3.000000e+00
YUN159H_GH	2.590000e+01	1.649900e+00	0.000000e+00	1.310320e+01	0.000000e+00	9.954600e+00	3.200900e+00	-2.930000e-02	2.201900e+00	2.026700e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.281700e+00	0.000000e+00	1.792900e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.323480e+01	5.686300e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.646200e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+01	0.000000e+00	5.000000e+00	4.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	7.000000e+01	4.186080e+01	4.105610e+01	4.462350e+01	4.933290e+01	5.185300e+01	4.662050e+01	4.459060e+01	4.081640e+01	3.999150e+01	3.866740e+01	7.005500e+00	0.000000e+00	2.471520e+01	0.000000e+00	0.000000e+00	-8.580000e-02	-2.686000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-4.110000e-02	9.225930e+01	5.270210e+01	5.125520e+01	5.536280e+01	6.068250e+01	6.370910e+01	5.719930e+01	5.484090e+01	5.037330e+01	4.923830e+01	4.689580e+01	8.891700e+00	0.000000e+00	3.120120e+01	0.000000e+00	0.000000e+00	-7.990000e-02	-2.243000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.906300e+00	1.776180e+01	1.906300e+00	1.323480e+01	5.053000e-01	-2.930000e-02	1.906300e+00	2.522980e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.261990e+01	2.277550e+01	1.009200e+01	4.537000e+00	2.156920e+01	9.303400e+00	4.103200e+00	4.735000e+00	1.913100e+00	4.864721e+02	3.100000e+01	5.000000e+00	5.000000e+00	7.000000e+00	6.473100e+00	-1.770970e+01	-2.230950e+01	3.000000e+00	1.000000e+00	1.906300e+00	2.220280e+01	1.242730e+01	9.806000e-01	1.364300e+00	4.336800e+00	1.354000e+00	2.206000e-01	-4.381000e-01	2.419000e-01	1.617100e+01	3.000000e+00
YUN161H_GH	2.098000e+02	1.634800e+00	0.000000e+00	1.003260e+01	0.000000e+00	9.881900e+00	1.121100e+00	-3.460000e-02	2.179200e+00	2.013300e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.259800e+00	0.000000e+00	1.753700e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.300750e+01	5.622700e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.611200e+00	0.000000e+00	1.000000e+00	0.000000e+00	8.000000e+00	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.000000e+01	3.536080e+01	3.376870e+01	3.511170e+01	3.719360e+01	3.795080e+01	3.397990e+01	3.234510e+01	3.013610e+01	2.963080e+01	2.655440e+01	5.518800e+00	0.000000e+00	1.800400e+01	0.000000e+00	0.000000e+00	-9.500000e-02	-2.061000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.110000e-02	8.225930e+01	4.625260e+01	4.406050e+01	4.578320e+01	4.859380e+01	4.973090e+01	4.441750e+01	4.252480e+01	3.948140e+01	3.853620e+01	3.404740e+01	7.448800e+00	0.000000e+00	2.436920e+01	0.000000e+00	0.000000e+00	-9.500000e-02	-1.577000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.893200e+00	1.506450e+01	1.893200e+00	1.300750e+01	4.778000e-01	-3.460000e-02	1.893200e+00	2.462590e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.623860e+01	2.028000e+01	9.212000e+00	4.451800e+00	1.906410e+01	8.394400e+00	3.970100e+00	5.183600e+00	1.415500e+00	4.323805e+02	2.700000e+01	5.000000e+00	4.000000e+00	5.000000e+00	5.927100e+00	-1.248520e+01	-1.692040e+01	3.000000e+00	1.000000e+00	1.893200e+00	2.189000e+01	1.009380e+01	9.346000e-01	1.308500e+00	4.047900e+00	1.352000e+00	2.206000e-01	-4.381000e-01	2.375000e-01	1.384900e+01	0.000000e+00
YUN162H_GH	9.390000e+01	1.637400e+00	0.000000e+00	1.144100e+01	0.000000e+00	9.894300e+00	1.108100e+00	-3.290000e-02	2.182700e+00	2.015200e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.272200e+00	0.000000e+00	1.760400e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.305300e+01	5.634500e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.617600e+00	0.000000e+00	1.000000e+00	0.000000e+00	9.000000e+00	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.200000e+01	3.636080e+01	3.443530e+01	3.561170e+01	3.759360e+01	4.009060e+01	3.462160e+01	3.345180e+01	3.110880e+01	3.053430e+01	2.817900e+01	5.518800e+00	0.000000e+00	1.800400e+01	0.000000e+00	0.000000e+00	0.000000e+00	-2.864000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.110000e-02	8.425930e+01	4.725260e+01	4.472720e+01	4.628320e+01	4.899380e+01	5.187070e+01	4.508600e+01	4.367200e+01	4.048570e+01	3.946610e+01	3.576930e+01	7.448800e+00	0.000000e+00	2.436920e+01	0.000000e+00	0.000000e+00	0.000000e+00	-2.380000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.895700e+00	1.562260e+01	1.895700e+00	1.305300e+01	4.592000e-01	-3.290000e-02	1.895700e+00	2.474410e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.811220e+01	2.124040e+01	9.871300e+00	4.854900e+00	2.002110e+01	9.036300e+00	4.354500e+00	5.413100e+00	1.470800e+00	4.464074e+02	2.800000e+01	5.000000e+00	4.000000e+00	5.000000e+00	6.461300e+00	-1.248520e+01	-1.692040e+01	3.000000e+00	1.000000e+00	1.895700e+00	2.195970e+01	1.065800e+01	9.516000e-01	1.332200e+00	4.154000e+00	1.352000e+00	2.206000e-01	-4.381000e-01	2.375000e-01	1.462300e+01	0.000000e+00
YUN163H_GH	2.340000e+01	1.639900e+00	0.000000e+00	1.284930e+01	0.000000e+00	9.906700e+00	1.095100e+00	-3.130000e-02	2.186200e+00	2.017000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.284500e+00	0.000000e+00	1.767100e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.309840e+01	5.646400e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.624000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+01	0.000000e+00	5.000000e+00	2.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	6.400000e+01	3.736080e+01	3.510200e+01	3.611170e+01	3.799360e+01	4.042390e+01	3.674080e+01	3.400510e+01	3.208150e+01	3.140190e+01	2.899130e+01	5.518800e+00	0.000000e+00	1.800400e+01	0.000000e+00	0.000000e+00	0.000000e+00	-2.061000e-01	-6.940000e-02	0.000000e+00	0.000000e+00	-4.110000e-02	8.625930e+01	4.825260e+01	4.539390e+01	4.678320e+01	4.939370e+01	5.220400e+01	4.720530e+01	4.424560e+01	4.149000e+01	4.035900e+01	3.660320e+01	7.448800e+00	0.000000e+00	2.436920e+01	0.000000e+00	0.000000e+00	0.000000e+00	-1.577000e-01	-6.940000e-02	0.000000e+00	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.898100e+00	1.620560e+01	1.898100e+00	1.309840e+01	4.717000e-01	-3.130000e-02	1.898100e+00	2.486260e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.939920e+01	2.220310e+01	1.054340e+01	5.257800e+00	2.098080e+01	9.692000e+00	4.739400e+00	5.578400e+00	1.533100e+00	4.604343e+02	2.900000e+01	5.000000e+00	4.000000e+00	5.000000e+00	7.011900e+00	-1.248520e+01	-1.692040e+01	3.000000e+00	1.000000e+00	1.898100e+00	2.202930e+01	1.122710e+01	9.679000e-01	1.355000e+00	4.260100e+00	1.352000e+00	2.206000e-01	-4.381000e-01	2.375000e-01	1.539700e+01	0.000000e+00
YUN164H_GH	7.707000e+02	1.648200e+00	0.000000e+00	1.322050e+01	0.000000e+00	9.946900e+00	3.047200e+00	-2.200000e-02	2.204800e+00	2.026400e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.322600e+00	0.000000e+00	1.824900e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.321250e+01	5.676900e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.641100e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+01	0.000000e+00	5.000000e+00	4.000000e+00	1.000000e+00	3.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	7.000000e+01	4.181030e+01	4.080520e+01	4.373280e+01	4.798980e+01	5.189900e+01	4.590720e+01	4.576290e+01	4.268890e+01	4.234230e+01	4.076170e+01	6.881100e+00	0.000000e+00	2.344370e+01	0.000000e+00	0.000000e+00	0.000000e+00	-3.426000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-4.110000e-02	9.225930e+01	5.270210e+01	5.112260e+01	5.453450e+01	5.959470e+01	6.389830e+01	5.660510e+01	5.639680e+01	5.264740e+01	5.227420e+01	4.953680e+01	8.821500e+00	0.000000e+00	2.995930e+01	0.000000e+00	0.000000e+00	0.000000e+00	-2.942000e-01	0.000000e+00	-5.760000e-02	0.000000e+00	-2.790000e-02	0.000000e+00	0.000000e+00	1.904400e+00	1.766320e+01	1.904400e+00	1.321250e+01	4.922000e-01	-2.200000e-02	1.904400e+00	2.516180e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.141570e+01	2.277550e+01	1.009200e+01	4.665700e+00	2.156920e+01	9.303400e+00	4.221800e+00	4.879100e+00	1.439900e+00	4.864721e+02	3.100000e+01	5.000000e+00	5.000000e+00	7.000000e+00	6.473100e+00	-1.656260e+01	-2.113780e+01	3.000000e+00	1.000000e+00	1.904400e+00	2.221200e+01	1.242730e+01	9.806000e-01	1.364300e+00	4.376000e+00	1.352400e+00	2.206000e-01	-4.381000e-01	2.379000e-01	1.617100e+01	0.000000e+00
